iter	MultiClass
162	0.7649637469
163	0.7640742166
164	0.7634630874
165	0.7617804859
166	0.760230363
167	0.7590317446
168	0.7580857308
169	0.756810542
170	0.7558793212
171	0.7549230781
172	0.7544167244
173	0.7536248336
174	0.752953204
175	0.7517393001
176	0.7511861809
177	0.7502766844
178	0.7490904257
179	0.748318313
180	0.7471105469
181	0.7458633379
182	0.7448565859
183	0.7439942915
184	0.7416814424
185	0.7408682415
186	0.7400362514
187	0.7392755342
188	0.7384458042
189	0.7374263119
190	0.7369456432
191	0.7362031169
192	0.7357891066
193	0.7349095609
194	0.7343688092
195	0.7332796624
196	0.7324909518
197	0.7318731488
198	0.7310127751
199	0.7302557299
200	0.7293826867
201	0.7287320127
202	0.728028316
203	0.7271367231
204	0.7260750548
205	0.7253917955
206	0.7246453583
207	0.7240226816
208	0.7222565024
209	0.7213657366
210	0.720598625
211	0.7198221178
212	0.7189185533
213	0.7180801321
214	0.7172502854
215	0.7163823097
216	0.7157941075
217	0.7151847446
218	0.7143527781
219	0.7134145578
220	0.7128433102
221	0.7125250271
222	0.7118807588
223	0.711341694
224	0.710717545
225	0.7101771563
226	0.7094320032
227	0.708795968
228	0.7082039411
229	0.7074891021
230	0.7070300585
231	0.706021699
232	0.7051111018
233	0.7040485982
234	0.7033322217
235	0.7026629424
236	0.7020226593
237	0.701515363
238	0.7010175713
239	0.7006565135
240	0.6999802697
241	0.6994624783
242	0.6990529408
243	0.6983698627
244	0.6978963643
245	0.6973318894
246	0.696880549
247	0.6961341337
248	0.6955634809
249	0.6952931229
250	0.6949104694
251	0.6940599267
252	0.6936463217
253	0.6930288121
254	0.6925436481
255	0.6920596444
256	0.6916410591
257	0.6912113187
258	0.6904508511
259	0.6898765593
260	0.6893174947
261	0.6886911238
262	0.6883327884
263	0.6874895397
264	0.6868403301
265	0.686369932
266	0.6857897953
267	0.6853111484
268	0.6848095918
269	0.6844707561
270	0.6837031286
271	0.6833561396
272	0.6827494386
273	0.6824909193
274	0.6818800999
275	0.681501214
276	0.6809248954
277	0.6804353042
278	0.6797918793
279	0.6790190703
280	0.6782859186
281	0.6777322746
282	0.677295481
283	0.6768256743
284	0.6764401584
285	0.6758501273
286	0.674937411
287	0.6743939526
288	0.6738172953
289	0.6734275214
290	0.6728045027
291	0.6723156636
292	0.6720620231
293	0.6715600364
294	0.671007428
295	0.6704320264
296	0.6696094412
297	0.6687084128
298	0.6682143292
299	0.6679652351
300	0.6677636984
301	0.6670942968
302	0.6667061561
303	0.666216654
304	0.6652371105
305	0.664676645
306	0.6643361504
307	0.6636996486
308	0.662830683
309	0.6624168026
310	0.6617041683
311	0.661011632
312	0.6607468651
313	0.660405192
314	0.6601016058
315	0.6597494159
316	0.6595216265
317	0.6592048609
318	0.6588125351
319	0.6584745171
320	0.6575645283
321	0.6572353102
322	0.6569286154
323	0.6565538508
324	0.6562998824
325	0.6559543012
326	0.6554135491
327	0.6547107398
328	0.6544518242
329	0.6542225355
330	0.6537243739
331	0.6533941902
332	0.6526614171
333	0.6522153207
334	0.6517081526
335	0.6513778634
336	0.6510119384
337	0.6505307393
338	0.6499926317
339	0.6495355265
340	0.6491036116
341	0.6487427415
342	0.6481781052
343	0.6477784235
344	0.6471820012
345	0.6467924596
346	0.6463273134
347	0.6457385838
348	0.6452601791
349	0.6443546434
350	0.6437295263
351	0.643370707
352	0.6426185851
353	0.6423518592
354	0.6417387799
355	0.6412421722
356	0.6408206423
357	0.6403327708
358	0.6400160068
359	0.6398103623
360	0.6394179899
361	0.6390531315
362	0.6386990355
363	0.638470683
364	0.6379051099
365	0.6373789183
366	0.6370686442
367	0.636586117
368	0.6362658747
369	0.6358364076
370	0.635300456
371	0.6347795763
372	0.6342504479
373	0.6337282747
374	0.6332016035
375	0.6329371204
376	0.6324275765
377	0.6321702702
378	0.6315230555
379	0.631289567
380	0.6308976895
381	0.6305962987
382	0.6302613422
383	0.629743359
384	0.6291690894
385	0.6289713474
386	0.6287802859
387	0.628445774
388	0.627898439
389	0.6275353796
390	0.6271992804
391	0.6265768731
392	0.6261339536
393	0.6256116929
394	0.6253398421
395	0.6250331872
396	0.6246756922
397	0.6242679696
398	0.6239522952
399	0.6236820221
400	0.6233530922
401	0.6228928015
402	0.6224687703
403	0.6219743283
404	0.6215892212
405	0.6212401865
406	0.6208373744
407	0.6205055667
408	0.6200213336
409	0.6196178757
410	0.6192459355
411	0.6190003597
412	0.6185410582
413	0.6183719947
414	0.6180149848
415	0.6176545238
416	0.6172099185
417	0.6167618347
418	0.6163067707
419	0.6159874482
420	0.6154903402
421	0.6152002619
422	0.6146526017
423	0.6141078576
424	0.6131672901
425	0.6125988963
426	0.6121190837
427	0.6117681722
428	0.6113198461
429	0.6110368344
430	0.6106794109
431	0.6102614262
432	0.6098304471
433	0.6093812012
434	0.608948043
435	0.6086837264
436	0.6082036021
437	0.6079479047
438	0.6074778434
439	0.6072222366
440	0.6069378385
441	0.6065308362
442	0.6061972407
443	0.6056713442
444	0.605250616
445	0.6048765548
446	0.6045340966
447	0.6042987923
448	0.6040508913
449	0.6037627645
450	0.6034262504
451	0.6032288454
452	0.6029111215
453	0.6024793716
454	0.6020568472
455	0.6017387536
456	0.6013758797
457	0.601073805
458	0.6004999669
459	0.6002682482
460	0.5997114291
461	0.5993968287
462	0.5991101654
463	0.5988333301
464	0.5985363909
465	0.5980920669
466	0.5977421799
467	0.5974227035
468	0.5972348442
469	0.59684285
470	0.5964897186
471	0.5961723507
472	0.5959691633
473	0.595704614
474	0.595271568
475	0.5950781268
476	0.5947605395
477	0.5943536597
478	0.5938660803
479	0.5935802391
480	0.5932065452
481	0.5930189483
482	0.5926686907
483	0.5922107947
484	0.5918331901
485	0.5916105633
486	0.5911430228
487	0.5908350584
488	0.5905537278
489	0.5902725626
490	0.5900168255
491	0.5896205103
492	0.5894314214
493	0.5891889545
494	0.5889114358
495	0.5884398471
496	0.5882239726
497	0.5877592551
498	0.5873300516
499	0.5869576049
500	0.5866439696
501	0.586408581
502	0.5860741179
503	0.5857464834
504	0.5854128897
505	0.5849686343
506	0.5846663349
507	0.5844305816
508	0.5841707919
509	0.5837454471
510	0.5835396438
511	0.5832539184
512	0.5829288468
513	0.5825255315
514	0.5821899904
515	0.5818994502
516	0.5817246147
517	0.5814558509
518	0.5811058126
519	0.5809906273
520	0.5806139327
521	0.5804219009
522	0.5801479331
523	0.5799831561
524	0.5795299391
525	0.5791829563
526	0.57894258
527	0.5784553311
528	0.5781800503
529	0.577873687
530	0.5777048737
531	0.5774066545
532	0.5771689707
533	0.5769349311
534	0.5767068553
535	0.5765470196
536	0.5762905051
537	0.5758934238
538	0.5756638567
539	0.5753098538
540	0.5749586691
541	0.5747564259
542	0.5745602222
543	0.5739860397
544	0.5735527625
545	0.5733495023
546	0.5728959439
547	0.5727694417
548	0.5724564189
549	0.5720225121
550	0.5717507455
551	0.571420496
552	0.5711318614
553	0.5710336246
554	0.5707711823
555	0.5702983761
556	0.5700471765
557	0.5696960437
558	0.5693123953
559	0.568938439
560	0.5686268185
561	0.5682608564
562	0.568006421
563	0.5676588798
564	0.5672064564
565	0.5670173515
566	0.5667262331
567	0.5664601089
568	0.5662276726
569	0.5660206424
570	0.5658112804
571	0.5654992013
572	0.5651638487
573	0.5647991527
574	0.5644291852
575	0.5641604235
576	0.5639971732
577	0.5637463006
578	0.5632868701
579	0.5630353618
580	0.5628438739
581	0.5626419767
582	0.5622159361
583	0.5619227879
584	0.5616184097
585	0.5614092585
586	0.561120469
587	0.5609231786
588	0.5606048163
589	0.5603295194
590	0.5598524676
591	0.55944403
592	0.559328607
593	0.5590286209
594	0.5585668878
595	0.5583629975
596	0.5582250124
597	0.5578618756
598	0.5575744769
599	0.5574147795
600	0.5571774428
601	0.5568040226
602	0.5565953919
603	0.5563549316
604	0.5560015181
605	0.5556695965
606	0.5552887871
607	0.5550342551
608	0.5547922689
609	0.5540301286
610	0.5537883624
611	0.5535883485
612	0.5530907449
613	0.5528573354
614	0.5526309391
615	0.5523518564
616	0.5517923439
617	0.5516478226
618	0.5512342228
619	0.5509197351
620	0.5506127471
621	0.5503299118
622	0.5499079826
623	0.5497398465
624	0.5494999635
625	0.5491651863
626	0.548801468
627	0.5485260345
628	0.5483202784
629	0.5480691291
630	0.5476657697
631	0.5474198676
632	0.547096733
633	0.5467925802
634	0.5464655535
635	0.5461919698
636	0.5458687485
637	0.5455665392
638	0.5454176949
639	0.54520188
640	0.5449674073
641	0.5446408346
642	0.5443614449
643	0.5441069877
644	0.5438675085
645	0.5436790564
646	0.543296688
647	0.5430957015
648	0.5427254772
649	0.5424029168
650	0.5421456782
651	0.5418607429
652	0.5416871225
653	0.5413998371
654	0.5411072276
655	0.5408469224
656	0.5405994234
657	0.5403921035
658	0.5400291786
659	0.5395619449
660	0.5391810108
661	0.5388806186
662	0.5386947189
663	0.5384363065
664	0.5381763813
665	0.5378777221
666	0.5376137762
667	0.5372982102
668	0.5371242666
669	0.5368218717
670	0.5365905312
671	0.5362908965
672	0.5361093962
673	0.5360189497
674	0.5357277961
675	0.5353820493
676	0.5351501465
677	0.5349611477
678	0.534614259
679	0.5343958667
680	0.5339916782
681	0.5338280506
682	0.5334802924
683	0.533219299
684	0.5329040535
685	0.532510619
686	0.5322538145
687	0.5319509786
688	0.5315283911
689	0.5312961074
690	0.5307357973
691	0.5305442742
692	0.5303111063
693	0.5300098345
694	0.5297106075
695	0.5295663699
696	0.5293288106
697	0.528906507
698	0.5286779601
699	0.5283038032
700	0.528091671
701	0.5278374794
702	0.5277431356
703	0.5273727619
704	0.5271039638
705	0.526899545
706	0.5265613494
707	0.5263275686
708	0.5262167318
709	0.5258456523
710	0.5256450202
711	0.5255491881
712	0.5252988053
713	0.5248640608
714	0.5246231722
715	0.5243037953
716	0.524127579
717	0.5239452547
718	0.5235204177
719	0.5233024238
720	0.522998917
721	0.5227157541
722	0.5224916484
723	0.5222498957
724	0.5220151032
725	0.5217257164
726	0.5215426167
727	0.5211742532
728	0.5207956483
729	0.5206571082
730	0.5203924416
731	0.5202436335
732	0.5200200648
733	0.519749834
734	0.5194155596
735	0.5192421604
736	0.5189728272
737	0.5187167137
738	0.5184916163
739	0.5183189767
740	0.5179624392
741	0.5175245505
742	0.5173525187
743	0.5170884358
744	0.5168016898
745	0.5166042375
746	0.5164559476
747	0.5160702193
748	0.5158592762
749	0.5155904239
750	0.5152607338
751	0.5150802614
752	0.5147732613
753	0.5144441754
754	0.5142916949
755	0.514067726
756	0.5138573827
757	0.513526152
758	0.513153815
759	0.5130079041
760	0.5126188884
761	0.5124802957
762	0.512297716
763	0.5120516296
764	0.5117256618
765	0.5114361447
766	0.5110340524
767	0.510753581
768	0.5104885904
769	0.5103048952
770	0.5100396404
771	0.5097229528
772	0.5095203577
773	0.5093214351
774	0.5089026835
775	0.5086545891
776	0.5084314254
777	0.5081338443
778	0.5077652147
779	0.5075431771
780	0.507240443
781	0.506953282
782	0.5067338726
783	0.5064826595
784	0.5061962811
785	0.5059660834
786	0.5058187132
787	0.5057248548
788	0.5053345809
789	0.5052103536
790	0.5049689136
791	0.504775014
792	0.5041153427
793	0.5038793142
794	0.5036754099
795	0.503394437
796	0.5032312548
797	0.5030802047
798	0.5027067602
799	0.5024284218
800	0.5021850528
801	0.5018641605
802	0.5017168942
803	0.5015129228
804	0.5012661719
805	0.5010339189
806	0.5006949144
807	0.5004449827
808	0.5001646869
809	0.4999261159
810	0.4996144983
811	0.4993468897
812	0.4990622476
813	0.4989123873
814	0.4986508594
815	0.4985307291
816	0.4983316401
817	0.4981444729
818	0.4979138826
819	0.4976912992
820	0.4975987099
821	0.4973658204
822	0.4971752453
823	0.496881728
824	0.4967127308
825	0.49635965
826	0.4961235659
827	0.4958428169
828	0.495616122
829	0.4952400339
830	0.4948794482
831	0.4946848816
832	0.4945708093
833	0.4944705796
834	0.4942519427
835	0.4939882436
836	0.4937713272
837	0.4935415968
838	0.4933177889
839	0.4931147239
840	0.4929647892
841	0.4928834448
842	0.4926505286
843	0.4924251025
844	0.4920995242
845	0.4919024519
846	0.4915363758
847	0.491301256
848	0.4909682815
849	0.4907829352
850	0.490458793
851	0.4903095907
852	0.4900663359
853	0.4897402107
854	0.4894070412
855	0.4891428119
856	0.4888782412
857	0.4887431852
858	0.4886165646
859	0.4883604805
860	0.4882340495
861	0.4880360067
862	0.4878684
863	0.4877764706
864	0.4874987145
865	0.4872333846
866	0.4870856088
867	0.4868513315
868	0.4867122694
869	0.4862768379
870	0.4860700609
871	0.4858772908
872	0.4856513212
873	0.4853417833
874	0.4851068988
875	0.4848490098
876	0.4845754014
877	0.4842876621
878	0.4842156808
879	0.4838976983
880	0.4836819307
881	0.4834622225
882	0.4830998487
883	0.4828193833
884	0.4826874145
885	0.4823838848
886	0.4819644855
887	0.4815926811
888	0.4814025721
889	0.4811706364
890	0.4809737065
891	0.4807873341
892	0.4805660358
893	0.4804274181
894	0.479920218
895	0.4797444057
896	0.479544705
897	0.4792704432
898	0.4791737679
899	0.478944846
900	0.478739527
901	0.4784803208
902	0.478114998
903	0.4778944352
904	0.4776039722
905	0.4774010888
906	0.4770663385
907	0.4768416142
908	0.4767202193
909	0.4764359803
910	0.4762385536
911	0.4759773866
912	0.4758458555
913	0.4756813474
914	0.4755224482
915	0.4752834307
916	0.4751023646
917	0.4747649675
918	0.4745291585
919	0.4742509699
920	0.4740502936
921	0.4738319032
922	0.473639155
923	0.4733649152
924	0.4731157823
925	0.4729621908
926	0.4725395362
927	0.4723447455
928	0.4721819019
929	0.4719653708
930	0.4717844182
931	0.4715252913
932	0.4713008697
933	0.4711352276
934	0.4709702173
935	0.4705965499
936	0.4703056254
937	0.4700899269
938	0.470000522
939	0.4698580152
940	0.4697510742
941	0.4694181644
942	0.469221994
943	0.4690101763
944	0.4687377434
945	0.4683650565
946	0.4681002314
947	0.4678899454
948	0.4677586188
949	0.4676792927
950	0.4674796224
951	0.4672811038
952	0.467140201
953	0.4669790202
954	0.466653861
955	0.4665944748
956	0.4664390911
957	0.4661910425
958	0.4660470236
959	0.4657954763
960	0.4655729107
961	0.465386727
962	0.4651015637
963	0.4648237198
964	0.4646577239
965	0.4644657946
966	0.464144597
967	0.4638624528
968	0.4637138086
969	0.4634273529
970	0.4632709289
971	0.4629175792
972	0.4627909597
973	0.462505151
974	0.4622285745
975	0.4618876184
976	0.461668025
977	0.4614123006
978	0.4612289731
979	0.4609930539
980	0.4607689168
981	0.4605440686
982	0.4602172258
983	0.4599508556
984	0.4596766212
985	0.4594606488
986	0.4592007454
987	0.4590212348
988	0.4588956464
989	0.4587126451
990	0.458526117
991	0.4583734215
992	0.4581814559
993	0.4578791002
994	0.4576672287
995	0.4575079596
996	0.4572928477
997	0.4570567138
998	0.4568866577
999	0.4565260818
